Age,Weight,Height,Protein,Calories,BMI,Meal_Type,Day_Meal
56,59,178,98.56,2318.39,18.62,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
53,71,187,103.82,1775.48,20.3,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
43,87,155,97.83,2724.3,36.21,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
49,57,166,111.58,1971.84,20.69,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
50,58,153,99.38,2266.31,24.78,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
18,73,177,94.12,1894.78,23.3,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
55,49,181,77.35,1962.18,14.96,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
58,94,183,102.64,1868.34,28.07,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
50,62,153,66.98,2159.13,26.49,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
58,66,179,50.71,1858.23,20.6,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
43,83,180,69.93,2532.83,25.62,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
41,96,177,71.3,1856.49,30.64,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
25,70,176,51.6,2237.4,22.6,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
47,61,154,114.02,2433.96,25.72,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
58,81,179,118.75,1759.22,25.28,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
57,50,169,88.62,2778.74,17.51,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
21,72,174,94.08,2706.21,23.78,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
50,52,160,93.05,2129.02,20.31,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
55,54,181,64.24,2212.38,16.48,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
48,78,160,102.25,2163.91,30.47,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
42,85,162,82.76,2189.93,32.39,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
37,64,153,88.03,2003.51,27.34,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
43,52,185,61.78,2251.86,15.19,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
27,71,163,81.27,1797.4,26.72,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
39,86,161,52.92,2071.23,33.18,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
58,78,159,74.44,2768.97,30.85,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
28,67,186,96.59,2014.61,19.37,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
18,82,155,115.06,2037.6,34.13,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,82,173,91.29,1792.9,27.4,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
32,90,171,72.14,2421.2,30.78,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
32,98,186,113.35,2383.35,28.33,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
56,55,160,85.69,2154.66,21.48,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
42,87,152,111.35,2623.86,37.66,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
30,90,166,85.39,1978.93,32.66,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
24,58,165,100.12,2166.88,21.3,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
56,55,167,114.88,2600.41,19.72,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
20,97,180,66.25,2334.76,29.94,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
29,64,159,85.14,1848.12,25.32,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
36,84,166,95.6,2669.94,30.48,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
31,97,177,47.51,2739.39,30.96,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
19,74,155,41.41,1716.51,30.8,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
25,67,158,61.76,2792.96,26.84,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
42,62,160,74.88,2629.97,24.22,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
54,47,179,82.97,2436.88,14.67,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
48,65,154,98.95,1919.42,27.41,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
45,62,163,98.06,2435.6,23.34,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
38,94,188,104.6,1761.17,26.6,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
52,74,174,90.25,2098.44,24.44,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
44,48,181,96.72,2172.26,14.65,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
55,45,185,52.83,1739.6,13.15,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
54,77,172,112.38,2270.06,26.03,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
29,71,162,119.01,2347.69,27.05,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
23,65,157,114.58,1675.27,26.37,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
47,55,159,48.05,2195.84,21.76,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
31,48,152,88.7,2361.68,20.78,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
20,81,176,115.07,2407.79,26.15,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
47,51,169,59.16,2219.2,17.86,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
26,56,171,96.84,2173.39,19.15,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
23,73,166,101.09,1950.03,26.49,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
35,62,179,68.37,2681.39,19.35,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
47,80,179,102.15,2781.83,24.97,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
27,55,179,77.73,1801.02,17.17,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
24,53,163,101.73,2441.5,19.95,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
35,66,187,87.44,2308.99,18.87,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
59,58,151,77.01,1809.7,25.44,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
32,56,188,96.76,1784.22,15.84,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
45,69,183,41.4,2702.99,20.6,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
29,91,168,102.26,2101.03,32.24,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
54,98,181,82.38,1860.93,29.91,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
49,92,156,84.63,1703.28,37.8,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
46,60,181,60.87,2074.13,18.31,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
26,83,169,73.41,2052.18,29.06,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
49,45,170,69.83,2517.79,15.57,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
55,51,173,95.45,2726.71,17.04,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
34,47,160,88.93,2463.84,18.36,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
43,83,189,80.73,1777.4,23.24,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
22,80,156,74.15,2638.88,32.87,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
30,84,159,119.6,1688.24,33.23,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,56,187,97.43,2780.57,16.01,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
34,56,176,70.25,1928.7,18.08,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
54,55,172,78.98,1808.24,18.59,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
30,60,169,49.86,2466.77,21.01,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
40,87,174,54.67,2421.75,28.74,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
48,77,182,95.28,2636.24,23.25,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
29,50,160,93.42,2520.67,19.53,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
38,52,167,73.02,1857.29,18.65,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
21,76,187,98.01,2453.8,21.73,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,58,182,101.77,2631.85,17.51,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
59,69,185,107.81,2416.84,20.16,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,58,178,114.22,1680.27,18.31,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
58,47,177,78.11,1905.39,15.0,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
23,56,161,48.33,2059.42,21.6,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
20,96,162,56.95,2072.2,36.58,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
51,77,180,61.98,2054.35,23.77,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
45,91,150,90.4,2412.01,40.44,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
18,63,177,117.67,2207.76,20.11,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
35,94,153,46.39,1828.35,40.16,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
31,87,155,80.0,2261.57,36.21,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
20,60,150,114.2,2241.05,26.67,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
25,91,165,99.12,2721.91,33.43,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
48,95,160,87.78,1662.3,37.11,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
49,77,172,90.16,2009.93,26.03,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
18,78,179,51.97,2261.83,24.34,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
48,98,157,50.07,2756.93,39.76,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
43,64,180,63.78,2240.43,19.75,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
42,71,186,56.45,1818.21,20.52,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
53,89,167,68.11,2677.73,31.91,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
40,94,157,85.35,2702.08,38.14,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
36,76,167,59.6,2089.82,27.25,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
28,76,178,101.15,1750.69,23.99,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
56,95,159,55.48,2777.98,37.58,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
18,58,166,76.86,2210.49,21.05,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
39,55,156,50.48,2747.33,22.6,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
23,86,154,72.31,2723.01,36.26,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
21,54,160,75.9,2287.55,21.09,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
47,71,169,84.3,1893.42,24.86,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
55,93,151,67.45,2255.87,40.79,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
47,92,168,46.1,1698.51,32.6,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
38,98,154,54.62,2605.7,41.32,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
48,69,169,53.76,2706.33,24.16,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
32,78,159,69.45,2709.01,30.85,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
56,86,177,42.6,2066.08,27.45,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
45,73,183,96.64,2130.59,21.8,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
20,76,163,95.6,2210.07,28.6,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
56,87,170,53.3,1953.38,30.1,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
53,66,168,99.5,1823.49,23.38,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
30,72,155,95.34,1728.84,29.97,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
22,48,184,86.85,2683.12,14.18,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
20,67,178,92.86,1614.58,21.15,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
34,88,168,98.05,2333.94,31.18,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
50,94,155,118.89,2018.19,39.13,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
22,47,179,50.83,2341.16,14.67,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
56,86,166,42.05,1627.18,31.21,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
58,57,174,55.76,2031.31,18.83,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
55,89,180,76.19,1662.07,27.47,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
38,91,184,88.0,2399.95,26.88,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
58,95,182,76.19,1693.52,28.68,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
50,74,168,51.35,2489.42,26.22,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
51,86,181,59.3,2113.55,26.25,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
56,75,179,81.68,2634.05,23.41,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
23,70,173,52.89,2738.4,23.39,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
37,55,175,114.25,2338.43,17.96,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
53,57,187,98.67,1680.57,16.3,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
44,82,161,53.75,2249.24,31.63,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
49,56,174,89.59,1737.62,18.5,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
41,71,157,118.28,2154.85,28.8,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
36,87,159,75.86,2417.33,34.41,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
18,45,168,79.48,2268.04,15.94,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
50,87,177,102.14,2064.53,27.77,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
40,96,182,101.17,2377.83,28.98,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
37,51,180,112.97,2234.26,15.74,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
56,53,165,118.39,2786.16,19.47,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
24,50,151,54.55,2301.51,21.93,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
37,79,184,103.85,2218.25,23.33,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
43,52,171,68.12,2633.79,17.78,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
57,96,160,90.54,2599.79,37.5,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
56,64,188,45.28,2784.46,18.11,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
22,69,152,43.63,2164.13,29.86,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
58,83,178,110.56,2453.52,26.2,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
46,46,152,72.86,1956.35,19.91,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
47,63,168,93.67,1667.44,22.32,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
36,91,171,90.27,2255.6,31.12,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
58,66,156,83.84,2298.25,27.12,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
44,67,187,79.13,1853.5,19.16,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
26,92,176,78.19,2084.86,29.7,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
49,93,184,57.91,1913.79,27.47,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
54,89,184,48.86,2073.49,26.29,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
35,54,188,83.65,2716.99,15.28,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
40,95,152,52.06,2780.82,41.12,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
57,91,158,93.64,1731.77,36.45,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
31,54,180,74.26,2240.12,16.67,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
42,72,161,89.81,2267.87,27.78,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
22,72,176,75.96,1983.96,23.24,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
32,83,182,58.75,2694.35,25.06,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
54,46,156,60.09,2122.3,18.9,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
26,56,160,63.05,1708.16,21.87,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
